Time,Pascal,alt,KMF,ax,ay,az,Apo,Apo_KMF,v
79629,89614,518.16,518.94,-1456,-18020,320,0,0.03,0
79662,89615,518.07,518.9,-188,-20148,-4212,0.09,0.04,0
79694,89615,518.07,518.86,1712,-13960,-4696,0,0.04,0
79727,89615,518.07,518.83,388,-14820,-624,0,0.03,0
79764,89616,517.98,518.79,276,-16364,-2980,0.09,0.04,0
79797,89616,517.98,518.76,2224,-16492,-4492,0,0.03,0
79830,89615,518.07,518.73,1880,-13900,-832,-0.09,0.03,0
79862,89616,518.07,518.71,432,-16872,-4492,0,0.02,0
79895,89616,517.98,518.68,-3220,-16736,452,0.09,0.03,0
79928,89616,517.98,518.66,520,-15952,-4400,0,0.02,0
79961,89615,518.07,518.64,148,-15700,-3996,-0.09,0.02,0
79993,89615,518.07,518.62,4188,-15200,-6064,0,0.02,0
80026,89615,518.07,518.6,1240,-13360,1996,0,0.02,0
80059,89615,518.07,518.58,-2188,-17512,-5548,0,0.02,0
80096,89615,518.07,518.56,304,-16180,-4244,0,0.02,0
80129,89615,518.07,518.55,6604,-8432,8496,0,0.01,0
80161,89615,518.07,518.53,-6708,-28928,10912,0,0.02,0
80194,89615,518.07,518.52,-3236,-12260,-5660,0,0.01,0
80227,89615,518.07,518.5,-640,-15824,-3836,0,0.02,0
80260,89615,518.07,518.49,-48,-15960,-3844,0,0.01,0
80309,89615,518.07,518.48,-748,-16176,-3740,0,0.01,0
80342,89615,518.07,518.47,-660,-12556,-3236,0,0.01,0
80374,89615,518.07,518.46,-3128,-16112,-1664,0,0.01,0
80407,89616,517.98,518.44,644,-15984,-4500,0.09,0.02,0
80440,89616,517.98,518.43,-1068,-16356,-3668,0,0.01,0
80476,89615,518.07,518.42,1004,-16144,-5680,-0.09,0.01,0
80508,89615,518.07,518.41,-7000,-14752,5024,0,0.01,0
80542,89615,518.07,518.41,-3840,-16208,-1888,0,0,0
80575,89616,517.98,518.39,-1196,-16120,-2756,0.09,0.02,0
80608,89616,517.98,518.38,-24,-16044,-4192,0,0.01,0
80641,89616,517.98,518.37,-1080,-15960,-5068,0,0.01,0
80673,89616,517.98,518.37,-1124,-16576,-3376,0,0,0
80706,89615,518.07,518.36,-1304,-16104,-3056,-0.09,0.01,0
80739,89615,518.07,518.35,204,-16172,-3988,0,0.01,0
80772,89615,518.07,518.35,3132,-15908,-7112,0,0,0
80804,89615,518.07,518.34,400,-16396,-2220,0,0.01,0
80840,89616,517.98,518.33,-760,-16144,-1936,0.09,0.01,0
80873,89616,517.98,518.32,-1256,-16580,-4752,0,0.01,0
80906,89616,517.98,518.32,-3572,-16220,-2852,0,0,0
80939,89616,517.98,518.31,472,-15948,-3844,0,0.01,0
80971,89616,517.98,518.3,-2672,-15304,-1300,0,0.01,0
81004,89617,517.88,518.29,-348,-15312,-4436,0.1,0.01,0
81037,89616,517.98,518.29,-1404,-14636,2748,-0.1,0,0
81070,89616,517.98,518.28,-3008,-15220,1788,0,0.01,0
81101,89616,517.98,518.28,3056,-18764,-4432,0,0,0
81134,89616,517.98,518.27,944,-14820,-5420,0,0.01,0
81252,89614,518.16,518.27,1832,-13828,-3108,-0.18,0,0
81285,89614,518.16,518.27,-2844,-15372,-3488,0,0,0
81317,89613,518.25,518.27,14396,-27940,-8788,-0.09,0,0
81350,89613,518.25,518.27,-10392,-25144,-8468,0,0,0
81383,89613,518.25,518.27,6584,-10284,-3044,0,0,0
81415,89613,518.25,518.27,4032,-20200,-11628,0,0,0
81447,89613,518.25,518.26,-260,-15008,4388,0,0.01,0
81480,89613,518.25,518.26,-5912,-16172,-692,0,0,0
81513,89613,518.25,518.26,-32768,-22316,32767,0,0,0
81546,89613,518.25,518.26,-2796,-16708,460,0,0,0
81588,89613,518.25,518.26,-776,-19192,-3648,0,0,0
81625,89613,518.25,518.26,-3248,-19692,-4256,0,0,0
81657,89614,518.16,518.26,2200,-18140,-3744,0.09,0,0
81690,89614,518.16,518.26,696,-17384,-5680,0,0,0
81723,89614,518.16,518.26,-2960,-16148,-2588,0,0,0
81757,89614,518.16,518.26,3048,-16140,-3724,0,0,0
81789,89615,518.07,518.26,760,-16260,-1752,0.09,0,0
81822,89614,518.16,518.25,508,-16040,-4280,-0.09,0.01,0
81855,89615,518.07,518.25,-64,-16056,-3408,0.09,0,0
81889,89615,518.07,518.25,176,-15920,-2880,0,0,0
81922,89615,518.07,518.25,1308,-16804,-2592,0,0,0
81954,89615,518.07,518.24,-44,-16060,-3920,0,0.01,0
81991,89615,518.07,518.24,-736,-16256,-3120,0,0,0
82024,89615,518.07,518.24,1804,-16172,-2476,0,0,0
82058,89614,518.16,518.24,2448,-14728,-3636,-0.09,0,0
82091,89615,518.07,518.24,1664,-13996,-4212,0.09,0,0
82141,89615,518.07,518.23,3068,-17084,-1860,0,0.01,0
82173,89615,518.07,518.23,-1244,-15624,3248,0,0,0
82206,89615,518.07,518.23,2344,-15792,-3664,0,0,0
82240,89615,518.07,518.23,-728,-16216,-1248,0,0,0
82273,89615,518.07,518.23,1252,-16080,-980,0,0,0
82306,89614,518.16,518.22,136,-15840,-2236,-0.09,0.01,0
82342,89614,518.16,518.22,720,-16060,-2208,0,0,0
82375,89614,518.16,518.22,2080,-16100,-3332,0,0,0
82409,89614,518.16,518.22,1760,-17044,-9928,0,0,0
82442,89614,518.16,518.22,-13892,-17116,17232,0,0,0
82475,89614,518.16,518.22,-28,-18688,100,0,0,0
82507,89614,518.16,518.22,2280,-16296,-6416,0,0,0
82541,89614,518.16,518.22,-440,-16132,-3088,0,0,0
82574,89613,518.25,518.22,5608,-16356,16148,-0.09,0,0
82607,89614,518.16,518.22,284,-16148,-728,0.09,0,0
82639,89614,518.16,518.22,9764,-14932,-8000,0,0,0
82673,89613,518.25,518.22,4516,-16272,-7088,-0.09,0,0
82710,89613,518.25,518.22,976,-9916,4160,0,0,0
82743,89613,518.25,518.22,-6228,-11508,11852,0,0,0
82776,89613,518.25,518.22,-1252,-15384,2472,0,0,0
82808,89613,518.25,518.22,1496,-17460,420,0,0,0
82842,89613,518.25,518.22,2696,-18616,-2824,0,0,0
82875,89613,518.25,518.22,3332,-18868,-5200,0,0,0
82908,89613,518.25,518.22,5736,-15352,-12984,0,0,0
82940,89613,518.25,518.22,4512,-17836,-1620,0,0,0
82974,89613,518.25,518.22,1516,-16132,2580,0,0,0
83007,89613,518.25,518.22,-4840,-16972,-1040,0,0,0
83040,89614,518.16,518.22,1820,-15548,-1284,0.09,0,0
83077,89614,518.16,518.22,2616,-16424,-820,0,0,0
83109,89614,518.16,518.22,1756,-15552,-1604,0,0,0
83143,89615,518.07,518.22,1776,-17692,-728,0.09,0,0
83176,89615,518.07,518.22,3028,-17556,-872,0,0,0
83209,89615,518.07,518.22,3148,-16976,-120,0,0,0
83241,89615,518.07,518.21,2532,-17528,2428,0,0.01,0
83274,89615,518.07,518.21,2288,-18020,-484,0,0,0
83308,89616,517.98,518.21,3408,-16780,-48,0.09,0,0
83341,89616,517.98,518.21,4108,-15476,824,0,0,0
83374,89616,517.98,518.21,4756,-15688,2412,0,0,0
83406,89616,517.98,518.21,6088,-14836,3428,0,0,0
83443,89617,517.88,518.2,6980,-13680,4536,0.1,0.01,0
83485,89617,517.88,518.2,6332,-14052,6368,0,0,0
83518,89617,517.88,518.2,8348,-13168,5000,0,0,0
83552,89617,517.88,518.19,5352,-11020,6572,0,0.01,0
83585,89618,517.79,518.19,3988,-10800,6540,0.09,0,0
83617,89617,517.88,518.19,4464,-9664,7852,-0.09,0,0
83650,89617,517.88,518.18,6524,-10204,12740,0,0.01,0
83683,89618,517.79,518.18,9176,-8756,8508,0.09,0,0
83717,89618,517.79,518.18,7120,-7964,10960,0,0,0
83749,89619,517.7,518.17,11868,-7308,7416,0.09,0.01,0
83782,89619,517.7,518.17,9628,-5756,7796,0,0,0
83819,89619,517.7,518.16,9908,-5344,7920,0,0.01,0
83852,89619,517.7,518.16,11352,-6992,9040,0,0,0
83901,89619,517.7,518.16,7252,-4352,9896,0,0,0
83935,89620,517.6,518.15,8836,-6108,11640,0.1,0.01,0
83968,89620,517.6,518.15,10756,-7200,11212,0,0,0
84000,89619,517.7,518.14,10836,-5352,10396,-0.1,0.01,0
84033,89619,517.7,518.14,9952,-5272,10180,0,0,0
84066,89620,517.6,518.13,11332,-5460,9400,0.1,0.01,0
84100,89620,517.6,518.13,10756,-4928,11112,0,0,0
84132,89620,517.6,518.12,9480,-5116,12352,0,0.01,0
84165,89620,517.6,518.12,7672,-3856,11212,0,0,0
84202,89619,517.7,518.11,7748,-4520,14020,-0.1,0.01,0
84235,89620,517.6,518.11,9492,-4620,10908,0.1,0,0
84268,89620,517.6,518.1,9664,-4668,13256,0,0.01,0
84300,89620,517.6,518.1,7332,-3680,13080,0,0,0
84334,89620,517.6,518.1,4868,-1936,12844,0,0,0
84367,89620,517.6,518.09,6952,-2356,14176,0,0.01,0
84400,89620,517.6,518.09,4364,-560,17960,0,0,0
84432,89619,517.7,518.08,4596,-4236,7024,-0.1,0.01,0
84465,89619,517.7,518.08,4356,-1056,15680,0,0,0
84498,89619,517.7,518.08,8744,-940,12060,0,0,0
84532,89618,517.79,518.07,7700,2356,13636,-0.09,0.01,0
84568,89618,517.79,518.07,7044,3592,14104,0,0,0
84601,89618,517.79,518.07,9496,4720,14572,0,0,0
84634,89618,517.79,518.07,8480,3516,13968,0,0,0
84667,89618,517.79,518.06,6648,2592,13532,0,0.01,0
84700,89618,517.79,518.06,6168,2904,13152,0,0,0
84732,89618,517.79,518.06,6280,5892,14384,0,0,0
84765,89618,517.79,518.06,9008,592,16184,0,0,0
84798,89618,517.79,518.05,8444,936,13064,0,0.01,0
84831,89618,517.79,518.05,8184,2764,13580,0,0,0
84865,89618,517.79,518.05,6956,3724,14244,0,0,0
84897,89619,517.7,518.05,6072,3288,13812,0.09,0,0
84934,89618,517.79,518.04,6864,996,13184,-0.09,0.01,0
84967,89619,517.7,518.04,6524,2732,12492,0.09,0,0
85000,89619,517.7,518.04,7748,2132,12892,0,0,0
85032,89619,517.7,518.03,7212,1572,13512,0,0.01,0
85065,89619,517.7,518.03,7092,2140,13872,0,0,0
85098,89619,517.7,518.03,7632,1700,13856,0,0,0
85131,89620,517.6,518.02,6080,2060,13736,0.1,0.01,0
