Time,Pascal,alt,KMF,ax,ay,az,LaunchTime,ApoTime,LandTime
46934,89832,497.9,495.33,-21808,13296,-32768,1,0,0
46968,89831,497.99,495.43,-17964,-2328,-32768,1,0,0
47002,89831,497.99,495.52,-17868,-13760,-32768,1,0,0
47036,89832,497.9,495.62,-23752,-11248,-32768,1,0,0
47071,89832,497.9,495.7,-26632,1576,-32768,1,0,0
47105,89832,497.9,495.79,-23716,12464,-32768,1,0,0
47138,89831,497.99,495.87,-20308,10908,-32768,1,0,0
47173,89830,498.08,495.96,-18636,340,-32768,1,0,0
47207,89830,498.08,496.04,-20232,-7688,-32768,1,0,0
47241,89831,497.99,496.12,-23292,-8916,-32768,1,0,0
47272,89831,497.99,496.19,-22996,-5516,-32768,1,0,0
47306,89831,497.99,496.26,-21888,-812,-32768,1,0,0
47341,89831,497.99,496.33,-19520,2516,-32768,1,0,0
47375,89831,497.99,496.39,-24060,4584,-32768,1,0,0
47409,89831,497.99,496.45,-24260,1396,-32768,1,0,0
47443,89831,497.99,496.51,-19836,-5868,-32768,1,0,0
47477,89831,497.99,496.57,-16456,-11820,-32768,1,0,0
47511,89833,497.81,496.62,-18244,-12032,-32768,1,0,0
